公園番号,公園名称,ｶﾅ公園名称,公園種別,所在地,所管名,支所名,校区名,開設面積（ha）
400-621,上カボス公園,ｶﾐｶﾎﾞｽｺｳｴﾝ,幼児,西区上１１０－２７,大浜,西,福泉上,0.03
400-622,山田くるみ公園,ﾔﾏﾀﾞｸﾙﾐｺｳｴﾝ,幼児,西区山田３丁９１９－２０,大浜,西,福泉,0.09
400-623,高倉台アセロラ公園,ﾀｶｸﾗﾀﾞｲｱｾﾛﾗｺｳｴﾝ,幼児,南区高倉台１丁１７－３３,泉ヶ丘,南,高倉台西,0.04
400-624,百舌鳥本町だわの坂公園,ﾓｽﾞﾎﾝﾏﾁﾀﾞﾜﾉｻｶｺｳｴﾝ,街区,北区百舌鳥本町２丁４５５,大浜,北,西百舌鳥,0.10
400-625,百舌鳥西之町城之下公園,ﾓｽﾞﾆｼﾉﾁｮｳｼﾞｮｳﾉｼﾀｺｳｴﾝ,街区,北区百舌鳥西之町１丁２４２,大浜,北,百舌鳥,0.10
400-626,平岡町ピオーネ公園,ﾋﾗｵｶﾁｮｳﾋﾟｵｰﾈｺｳｴﾝ,幼児,西区平岡町１８５－６８,大浜,西,平岡,0.03
400-627,八田南之町公園,ﾊﾝﾀﾞﾐﾅﾐﾉﾁｮｳｺｳｴﾝ,幼児,中区八田南之町４３６－１,原池,中,八田荘,0.07
400-628,御陵山公園,ｺﾞﾘｮｳﾔﾏｺｳｴﾝ,風致,北区百舌鳥西之町３丁３５７－１,大浜,北,百舌鳥,1.59
400-629,浜寺石津町東サンフラワー公園,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾋｶﾞｼｻﾝﾌﾗﾜｰｺｳｴﾝ,幼児,西区浜寺石津町東５丁４７１－９,大浜,西,浜寺東,0.07
400-630,妙寺池公園,ﾐｮｳｼﾞｲｹｺｳｴﾝ,街区,堺区向陵中町３丁１０２－５,大浜,堺,榎,0.42
400-631,永代町パプリカ公園,ｴｲﾀｲﾁｮｳﾊﾟﾌﾟﾘｶｺｳｴﾝ,幼児,堺区永代町４丁５４－７２,大浜,堺,安井,0.05
400-632,中百舌鳥駅前公園,ﾅｶﾓｽﾞｴｷﾏｴｺｳｴﾝ,街区,北区長曽根町５５,大浜,北,金岡南,0.21
400-633,長曽根町北公園,ﾅｶﾞｿﾈﾁｮｳｷﾀｺｳｴﾝ,幼児,北区長曽根町１６６８,大浜,北,新金岡,0.03
400-634,野尻町加古里池公園,ﾉｼﾞﾘﾁｮｳｶｺﾞﾘｲｹｺｳｴﾝ,街区,東区野尻町１１２－３,原池,東,白鷺,0.18
400-635,南八下西公園,ﾐﾅﾐﾔｼﾓﾆｼｺｳｴﾝ,近隣,東区引野町３丁１５１－８,原池,東,八下西,0.93
400-636,八田北町公園,ﾊﾝﾀﾞｷﾀﾁｮｳｺｳｴﾝ,街区,中区八田北町３４１－１,原池,中,八田荘,0.15
400-637,栂緑地,ﾄｶﾞﾘｮｸﾁ,都市緑地,南区御池台５丁３－１,泉ヶ丘,南,御池台,7.06
400-638,原山台緑地,ﾊﾗﾔﾏﾀﾞｲﾘｮｸﾁ,都市緑地,南区原山台５丁４５６－２１,泉ヶ丘,南,原山台東,0.36
400-639,菱木サントリナ公園,ﾋｼｷｻﾝﾄﾘﾅｺｳｴﾝ,幼児,西区菱木１丁１３７６－１１２,大浜,西,福泉,0.06
400-640,鳳南町ローズ公園,ｵｵﾄﾘﾐﾅﾐﾏﾁﾛｰｽﾞｺｳｴﾝ,幼児,西区鳳南町５丁６５８－４,大浜,西,鳳南,0.03
400-641,上セイヴォリー公園,ｶﾐｾｲｳﾞｫﾘｰｺｳｴﾝ,幼児,西区上６７０－１０３,大浜,西,福泉上,0.05
400-642,土塔町ローズマリー公園,ﾄﾞﾄｳﾁｮｳﾛｰｽﾞﾏﾘｰｺｳｴﾝ,幼児,中区土塔町２００２－３２,原池,中,東百舌鳥,0.05
400-643,土塔町フレッシュタイム公園,ﾄﾞﾄｳﾁｮｳﾌﾚｯｼｭﾀｲﾑｺｳｴﾝ,幼児,中区土塔町９１－１７,原池,中,東百舌鳥,0.04
400-644,大野芝町マルメロ公園,ｵｵﾉｼﾊﾞﾁｮｳﾏﾙﾒﾛｺｳｴﾝ,幼児,中区大野芝町２３－９,原池,中,東百舌鳥,0.03
400-645,土師町ミント公園,ﾊｾﾞﾁｮｳﾐﾝﾄｺｳｴﾝ,幼児,中区土師町３丁１５８９－４,原池,中,土師,0.03
400-646,中百舌鳥町マシュマロウ公園,ﾅｶﾓｽﾞﾁｮｳﾏｼｭﾏﾛｳｺｳｴﾝ,幼児,北区中百舌鳥町６丁１０３４－２５,大浜,北,中百舌鳥,0.06
400-647,南野田アップル公園,ﾐﾅﾐﾉﾀﾞｱｯﾌﾟﾙｺｳｴﾝ,幼児,東区北野田１－１１,原池,東,登美丘南,0.04
400-648,下田町ハ－ブ公園,ｼﾓﾀﾞﾁｮｳﾊ－ﾌﾞｺｳｴﾝ,街区,西区下田町２６－１４,大浜,西,津久野,0.10
400-649,八田北町おしどり公園,ﾊﾝﾀﾞｷﾀﾁｮｳｵｼﾄﾞﾘｺｳｴﾝ,街区,中区八田北町１０－５４,原池,中,八田荘西,0.37
400-650,菱木サザンウッド公園,ﾋｼｷｻｻﾞﾝｳｯﾄﾞｺｳｴﾝ,幼児,西区菱木１丁２３４３－８,大浜,西,福泉,0.08
400-651,御池台花の丘公園,ﾐｲｹﾀﾞｲﾊﾅﾉｵｶｺｳｴﾝ,街区,南区御池台２丁２３－３,泉ヶ丘,南,御池台,0.10
400-652,南安井町リエール公園,ﾐﾅﾐﾔｽｲﾁｮｳﾘｴｰﾙｺｳｴﾝ,幼児,堺区南安井町２丁５０－８０,大浜,堺,安井,0.04
400-653,常磐町ウォーターリリー公園,ﾄｷﾜﾁｮｳｳｫｰﾀｰﾘﾘｰｺｳｴﾝ,幼児,北区常磐町１丁１７－９,大浜,北,東浅香山,0.03
400-654,深井中町セージ公園,ﾌｶｲﾅｶﾏﾁｾｰｼﾞｺｳｴﾝ,幼児,中区深井中町８８０－６６,原池,中,深井西,0.05
400-655,臨海の丘公園,ﾘﾝｶｲﾉｵｶｺｳｴﾝ,都市緑地,西区石津西町１０１,大浜,西,浜寺石津,1.04
400-656,草部メドゥスィート公園,ｸｻﾍﾞﾒﾄﾞｩｽｨｰﾄｺｳｴﾝ,幼児,西区草部９８６－４,大浜,西,福泉東,0.03
400-657,山田タンジー公園,ﾔﾏﾀﾞﾀﾝｼﾞｰｺｳｴﾝ,幼児,西区山田１丁１０９８－１０,大浜,西,福泉,0.04
400-658,引野町フレーズ公園,ﾋｷﾉﾁｮｳﾌﾚｰｽﾞｺｳｴﾝ,幼児,東区引野町１丁７－７７,原池,東,八下西,0.04
400-659,黒土みのんだ公園,ｸﾛﾂﾁﾐﾉﾝﾀﾞｺｳｴﾝ,街区,北区黒土町３００１－５,大浜,北,東三国丘,0.11
400-660,長曽根竹ノ内公園,ﾅｶﾞｿﾈﾀｹﾉｳﾁｺｳｴﾝ,街区,北区長曽根町３０３１－２,大浜,北,金岡,0.14
400-661,蟻ヶ池公園,ｱﾘｶﾞｲｹｺｳｴﾝ,街区,北区長曽根町３０４３－１,大浜,北,金岡南,0.17
400-662,金岡おおいけ公園,ｶﾅｵｶｵｵｲｹｺｳｴﾝ,街区,北区金岡町３０００－３,大浜,北,金岡,0.13
400-663,鳳西町みずか公園,ｵｵﾄﾘﾆｼﾏﾁﾐｽﾞｶｺｳｴﾝ,街区,西区鳳西町２丁７３－９,大浜,西,鳳南,0.10
400-664,原山台マリーゴールド公園,ﾊﾗﾔﾏﾀﾞｲﾏﾘｰｺﾞｰﾙﾄﾞｺｳｴﾝ,幼児,南区原山台５丁４５６－２９５,泉ヶ丘,南,原山台東,0.04
400-665,和田マンドレーク公園,ﾜﾀﾞﾏﾝﾄﾞﾚｰｸｺｳｴﾝ,幼児,南区和田５４７－２,泉ヶ丘,南,宮山台,0.03
400-666,深井水池町ハナノキ公園,ﾌｶｲﾐｽﾞｲｹﾁｮｳﾊﾅﾉｷｺｳｴﾝ,幼児,中区深井水池町４５２－２,原池,中,深井,0.04
400-667,堺自然ふれあいの森,ｻｶｲｼｾﾞﾝﾌﾚｱｲﾉﾓﾘ,都市林,南区富蔵６４０,泉ヶ丘,南,上神谷,17.19
400-668,片蔵シダレザクラ公園,ｶﾀｸﾗｼﾀﾞﾚｻﾞｸﾗｺｳｴﾝ,幼児,南区片蔵１４４９－４０６,泉ヶ丘,南,上神谷,0.04
400-669,和田セキショウ公園,ﾜﾀﾞｾｷｼｮｳｺｳｴﾝ,幼児,南区和田５５０－５,泉ヶ丘,南,宮山台,0.04
400-670,引野町アサザ公園,ﾋｷﾉﾁｮｳｱｻｻﾞｺｳｴﾝ,幼児,東区引野町１丁７－８２,原池,東,八下西,0.07
400-671,長曽根新池公園,ﾅｶﾞｿﾈｼﾝｲｹｺｳｴﾝ,街区,北区長曽根町３０１１－４,大浜,北,金岡,0.12
400-672,長曽根中池公園,ﾅｶﾞｿﾈﾅｶｲｹｺｳｴﾝ,街区,北区長曽根町３０１４－１,大浜,北,金岡,0.49
400-673,長曽根森ヶ池公園,ﾅｶﾞｿﾈﾓﾘｶﾞｲｹｺｳｴﾝ,街区,北区長曽根町３０５４,大浜,北,金岡,0.14
400-674,長曽根東公園,ﾅｶﾞｿﾈﾋｶﾞｼｺｳｴﾝ,街区,北区長曽根町３０６２－６,大浜,北,金岡,0.10
400-675,北野田シロネ公園,ｷﾀﾉﾀﾞｼﾛﾈｺｳｴﾝ,幼児,東区北野田１０００－１８,原池,東,野田,0.10
400-676,鳳公園,ｵｵﾄﾘｺｳｴﾝ,近隣,西区鳳南町３丁１９９－７,大浜,西,鳳南,2.08
400-677,引野町ハンノキ公園,ﾋｷﾉﾁｮｳﾊﾝﾉｷｺｳｴﾝ,幼児,東区引野町１丁７－１７９,原池,東,八下西,0.04
400-678,鳳南町ヒラドツツジ公園,ｵｵﾄﾘﾐﾅﾐﾏﾁﾋﾗﾄﾞﾂﾂｼﾞｺｳｴﾝ,幼児,西区鳳南町５丁４８６－９１,大浜,西,鳳南,0.04
400-679,逆瀬川クスノキ公園,ｻｶｾｶﾞﾜｸｽﾉｷｺｳｴﾝ,街区,南区畑１７９９－４０,泉ヶ丘,南,上神谷,0.12
400-680,金岡町セコイア公園,ｶﾅｵｶﾁｮｳｾｺｲｱｺｳｴﾝ,街区,北区金岡町１４２３－８,大浜,北,金岡南,0.25
400-681,逆瀬川ハナミズキ公園,ｻｶｾｶﾞﾜﾊﾅﾐｽﾞｷｺｳｴﾝ,街区,南区釜室１８８－３３,泉ヶ丘,南,上神谷,0.10
400-682,逆瀬川緑地,ｻｶｾｶﾞﾜﾘｮｸﾁ,都市緑地,南区釜室１８８－３２,泉ヶ丘,南,上神谷,0.59
400-683,楢葉ユキヤナギ公園,ﾅﾗﾊﾞﾕｷﾔﾅｷﾞｺｳｴﾝ,幼児,中区楢葉１７０－５５,原池,中,久世,0.03
400-684,原池公園,ﾊﾞﾗｲｹｺｳｴﾝ,運動,中区八田寺町３２０－２０,原池,中,久世,7.41
400-685,金岡窪田池公園,ｶﾅｵｶｸﾎﾞﾀｲｹｺｳｴﾝ,街区,北区金岡町３０２８－９,大浜,北,金岡,0.71
400-686,長曽根楠塚公園,ﾅｶﾞｿﾈｸｽﾂﾞｶｺｳｴﾝ,街区,北区長曽根町３０７６－１,大浜,北,金岡,0.14
400-687,深井中町高塚公園,ﾌｶｲﾅｶﾏﾁﾀｶﾂｶｺｳｴﾝ,街区,中区深井中町３２２８,原池,中,深井,0.16
400-688,鶴田公園,ﾂﾙﾀｺｳｴﾝ,幼児,西区鶴田町３０－１１,大浜,西,津久野,0.07
400-689,北野田アイブライト駅前公園,ｷﾀﾉﾀﾞｱｲﾌﾞﾗｲトｴｷﾏｴｺｳｴﾝ,幼児,東区北野田１－５,原池,東,登美丘南,0.08
400-690,片蔵カンヒザクラ公園,ｶﾀｸﾗｶﾝﾋｻﾞｸﾗｺｳｴﾝ,幼児,南区若松台３丁３４－４,泉ヶ丘,南,上神谷,0.05
400-691,美木多上ミゾソバ公園,ﾐｷﾀｶﾐﾐｿﾞｿﾊﾞｺｳｴﾝ,幼児,南区美木多上２０２６－１,泉ヶ丘,南,美木多,0.03
400-692,平井シェル・ヴェール公園,ﾋﾗｲｼｪﾙ･ｳﾞｪｰﾙｺｳｴﾝ,幼児,中区平井８７４－９,原池,中,久世,0.07
400-693,鳳南町ビッグバード公園,ｵｵﾄﾘﾐﾅﾐﾏﾁﾋﾞｯｸﾞﾊﾞｰﾄﾞｺｳｴﾝ,街区,西区鳳南町３丁１９９－２４,大浜,西,鳳南,0.16
400-694,陶器北しょうぶ池公園,ﾄｳｷｷﾀｼｮｳﾌﾞｲｹｺｳｴﾝ,幼児,中区陶器北９２８－７６,原池,中,東陶器,0.04
400-695,陶器北しょうぶ池緑地,ﾄｳｷｷﾀｼｮｳﾌﾞｲｹﾘｮｸﾁ,都市緑地,中区陶器北９２８－７０,原池,中,東陶器,0.24
400-696,片蔵カスミザクラ公園,ｶﾀｸﾗｶｽﾐｻﾞｸﾗｺｳｴﾝ,幼児,南区片蔵４６０－６４,泉ヶ丘,南,上神谷,0.04
400-697,稲葉コガマ公園,ｲﾅﾊﾞｺｶﾞﾏｺｳｴﾝ,幼児,南区稲葉３丁３１６７－２,泉ヶ丘,南,福泉中央,0.04
400-698,北野田クローバー公園,ｷﾀﾉﾀﾞｸﾛｰﾊﾞｰｺｳｴﾝ,幼児,東区北野田９３０－６,原池,東,野田,0.04
400-699,福田ハッカ公園,ﾌｸﾀﾞﾊｯｶｺｳｴﾝ,幼児,中区福田１４７－２５,原池,中,東陶器,0.03
400-700,野遠町フトイ公園,ﾉﾄｵﾁｮｳﾌﾄｲｺｳｴﾝ,幼児,北区野遠町５１９－２０,大浜,北,北八下,0.03
400-701,福田ネコノメソウ公園,ﾌｸﾀﾞﾈｺﾉﾒｿｳｺｳｴﾝ,幼児,中区福田１２２５－１４,原池,中,福田,0.03
400-702,土塔町ルナ・サクラ公園,ﾄﾞﾄｳﾁｮｳﾙﾅ･ｻｸﾗｺｳｴﾝ,幼児,中区土塔町１０８－６,原池,中,東百舌鳥,0.06
400-703,平井ウィステリア公園,ﾋﾗｲｳｨｽﾃﾘｱｺｳｴﾝ,幼児,中区平井８６７-7,原池,中,久世,0.06
400-704,湊西ぼうさい公園,ﾐﾅﾄﾆｼﾎﾞｳｻｲｺｳｴﾝ,幼児,堺区西湊町４丁２０８－１,大浜,堺,新湊,0.10
400-705,菱木イーフィールド公園,ﾋｼｷｲｰﾌｨｰﾙﾄﾞｺｳｴﾝ,幼児,西区菱木３丁２４８３－７,大浜,西,福泉,0.03
400-706,草部どんぐりの森公園,ｸｻﾍﾞﾄﾞﾝｸﾞﾘﾉﾓﾘｺｳｴﾝ,幼児,西区草部５３９－６,大浜,西,福泉,0.04
400-707,辻之つくしすみれ公園,ﾂｼﾞﾉﾂｸｼｽﾐﾚｺｳｴﾝ,幼児,中区辻之３７９－５,原池,中,西陶器,0.03
400-708,堺浜一号公園,ｻｶｲﾊﾏｲﾁｺﾞｳｺｳｴﾝ,近隣,堺区築港八幡町１－１１１,大浜,堺,三宝,1.76
400-709,深井畑山町ミズトンボ公園,ﾌｶｲﾊﾀﾔﾏﾁｮｳﾐｽﾞﾄﾝﾎﾞｺｳｴﾝ,幼児,中区深井畑山町２５１１－９,原池,中,福田,0.03
400-710,三国ヶ丘御幸通チョウジソウ公園,ﾐｸﾆｶﾞｵｶﾐﾕｷﾄﾞｵﾘﾁｮｳｼﾞｿｳｺｳｴﾝ,幼児,堺区三国ヶ丘御幸通５７－１４,大浜,堺,三国丘,0.04
400-711,菱木ハロー広場,ﾋｼｷﾊﾛｰﾋﾛﾊﾞ,幼児,西区菱木１丁２２３３－９０,大浜,西,福泉,0.05
400-712,豊田アマナ公園,ﾄﾖﾀﾞｱﾏﾅｺｳｴﾝ,幼児,南区豊田１５－９,泉ヶ丘,南,上神谷,0.03
400-713,深井北町公園,ﾌｶｲｷﾀﾏﾁｺｳｴﾝ,近隣,中区深井北町８４３－１,原池,中,深井西,1.17
400-714,野田西除川公園,ﾉﾀﾞﾆｼﾖｹｶﾞﾜｺｳｴﾝ,幼児,東区北野田２３７－１,原池,東,野田,0.10
400-715,草部タチヤナギ公園,ｸｻﾍﾞﾀﾁﾔﾅｷﾞｺｳｴﾝ,幼児,西区草部４２３－１,大浜,西,福泉,0.03
400-716,北野田アシタバ公園,ｷﾀﾉﾀﾞｱｼﾀﾊﾞｺｳｴﾝ,幼児,東区北野田９６５－５,原池,東,野田,0.05
400-717,北野田エボシグサ公園,ｷﾀﾉﾀﾞｴﾎﾞｼｸﾞｻｺｳｴﾝ,幼児,東区北野田９７５－４,原池,東,野田,0.04
400-718,西野カヤツリグサ公園,ﾆｼﾉｶﾔﾂﾘｸﾞｻｺｳｴﾝ,幼児,東区西野３５４－４,原池,東,登美丘南,0.04
400-719,太平寺サクラツツジ公園,ﾀｲﾍｲｼﾞｻｸﾗﾂﾂｼﾞｺｳｴﾝ,幼児,西区太平寺１７７－５,大浜,西,福泉,0.05
400-720,泉田中ミソハギ公園,ｲｽﾞﾐﾀﾅｶﾐｿﾊｷﾞｺｳｴﾝ,幼児,南区泉田中２４３１－８,泉ヶ丘,南,上神谷,0.05
400-721,日置荘西町モミジバフウ公園,ﾋｷｼｮｳﾆｼﾏﾁﾓﾐｼﾞﾊﾞﾌｳｺｳｴﾝ,幼児,東区日置荘西町２丁５１－７,原池,東,日置荘,0.05
400-722,浅香山緑道,ｱｻｶﾔﾏﾘｮｸﾄﾞｳ,緑道,堺区香ヶ丘町５丁７９－１２,大浜,堺,浅香山,1.45
400-723,大美野南公園,ｵｵﾐﾉﾐﾅﾐｺｳｴﾝ,街区,東区大美野３５０－１,原池,東,登美丘西,0.18
400-724,浜寺石津町東ラグーン公園,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾋｶﾞｼﾗｸﾞｰﾝｺｳｴﾝ,幼児,西区浜寺石津町東５丁４７１－１５７,大浜,西,浜寺東,0.05
400-725,緑ヶ丘なごみ公園,ﾐﾄﾞﾘｶﾞｵｶﾅｺﾞﾐｺｳｴﾝ,幼児,堺区緑ヶ丘南町１丁２５－１,大浜,堺,神石,0.10
400-726,美木多上ワレモコウ公園,ﾐｷﾀｶﾐﾜﾚﾓｺｳｺｳｴﾝ,幼児,南区美木多上９６７－１０,泉ヶ丘,南,美木多,0.05
400-727,美木多上ワレモコウ緑地,ﾐｷﾀｶﾐﾜﾚﾓｺｳﾘｮｸﾁ,都市緑地,南区美木多上９７６－７,泉ヶ丘,南,美木多,0.31
400-728,草部サクララン公園,ｸｻﾍﾞｻｸﾗﾗﾝｺｳｴﾝ,幼児,西区草部６９０－６,大浜,西,福泉上,0.04
400-729,大仙町グリーティング公園,ﾀﾞｲｾﾝﾁｮｳｸﾞﾘｰﾃｨﾝｸﾞｺｳｴﾝ,幼児,堺区大仙町１１１４－６１,大浜,堺,大仙,0.07
400-730,美木多上カライトソウ緑地,ﾐｷﾀｶﾐｶﾗｲﾄｿｳﾘｮｸﾁ,都市緑地,南区美木多上２７５４－７,泉ヶ丘,南,美木多,0.15
400-731,美木多上カライトソウ公園,ﾐｷﾀｶﾐｶﾗｲﾄｿｳｺｳｴﾝ,幼児,南区美木多上９５７－１,泉ヶ丘,南,美木多,0.06
400-732,草部今池公園,ｸｻﾍﾞｲﾏｲｹｺｳｴﾝ,街区,西区草部２３８－１,大浜,西,福泉,0.34
400-733,陶器北きずな公園,ﾄｳｷｷﾀｷｽﾞﾅｺｳｴﾝ,街区,中区陶器北２５００,原池,中,東陶器,0.17
400-734,上野芝町四季彩公園,ｳｴﾉｼﾊﾞﾁｮｳｼｷｻｲｺｳｴﾝ,幼児,西区上野芝町５丁４９５－６,大浜,西,上野芝,0.03
400-735,見野山公園,ﾐﾉﾔﾏｺｳｴﾝ,街区,中区見野山２９－４,原池,中,東陶器,0.36
400-736,登美丘南公園,ﾄﾐｵｶﾐﾅﾐｺｳｴﾝ,地区,東区高松365-1,原池,東,登美丘南,0.25
400-737,南島町クロガネモチ公園,ﾐﾅﾐｼﾞﾏﾁｮｳｸﾛｶﾞﾈﾓﾁｺｳｴﾝ,幼児,堺区南島町１丁109,大浜,堺,三宝,0.04
400-738,野遠町イブキ公園,ﾉﾄｵﾁｮｳｲﾌﾞｷｺｳｴﾝ,幼児,北区野遠町192-3,大浜,北,北八下,0.03
400-739,毛穴桜公園（毛穴西公園）,ｹﾅｻｸﾗｺｳｴﾝ(ｹﾅﾆｼｺｳｴﾝ),街区,中区毛穴町１１６－１,原池,中,八田荘,0.05
400-740,逆瀬川シリウス公園,ｻｶｾｶﾞﾜｼﾘｳｽｺｳｴﾝ,街区,南区逆瀬川1280-208,泉ヶ丘,南,槇塚台,0.18
400-741,逆瀬川スピカ公園,ｻｶｾｶﾞﾜｽﾋﾟｶｺｳｴﾝ,街区,南区逆瀬川1280-5,泉ヶ丘,南,槇塚台,0.09
400-742,逆瀬川ベガ公園,ｻｶｾｶﾞﾜﾍﾞｶﾞｺｳｴﾝ,街区,南区逆瀬川1280-19,泉ヶ丘,南,槇塚台,0.09
400-743,逆瀬川コスモス緑地,ｻｶｾｶﾞﾜｺｽﾓｽﾘｮｸﾁ,都市緑地,南区逆瀬川1280-12外,泉ヶ丘,南,槇塚台,0.96
400-744,さくら今池公園,ｻｸﾗｲﾏｲｹｺｳｴﾝ,街区,北区新堀町１丁８５－１,大浜,北,五箇荘,1.40
400-745,白鷺町おもいで公園,ｼﾗｻｷﾞﾁｮｳｵﾓｲﾃﾞｺｳｴﾝ,街区,東区白鷺町３丁２９９－１２,原池,東,白鷺,0.22
400-746,初芝さくら公園,ﾊﾂｼﾊﾞｻｸﾗｺｳｴﾝ,幼児,東区日置荘西町２丁２３－３,原池,東,日置荘,0.04
400-747,錦西大和川公園,ｷﾝｻｲﾔﾏﾄｶﾞﾜｺｳｴﾝ,街区,堺区七道西町１２－１３,大浜,堺,錦西,0.52
400-748,久世公園,ｸｾﾞｺｳｴﾝ,街区,中区平井３２６,原池,中,久世,0.28
400-749,鳳南町第２公園,ｵｵﾄﾘﾐﾅﾐﾏﾁﾀﾞｲ2ｺｳｴﾝ,幼児,西区鳳南町５丁５１７－８１,大浜,西,鳳南,0.04
400-750,黒土町公園,ｸﾛﾂﾁﾁｮｳｺｳｴﾝ,幼児,北区黒土町２３６２－１,大浜,北,東三国丘,0.06
400-752,常磐町ふれ愛公園,ﾄｷﾜﾁｮｳﾌﾚｱｲｺｳｴﾝ,近隣,北区常磐町３丁１０－１,大浜,北,五箇荘東,1.12
400-753,三宝さくら公園,ｻﾝﾎﾞｳｻｸﾗｺｳｴﾝ,街区,堺区南島町５丁１７４－１,大浜,堺,三宝,0.35
400-754,深井中町ほほえみ公園,ﾌｶｲﾅｶﾏﾁﾎﾎｴﾐｺｳｴﾝ,街区,中区深井中町３２７－７６,原池,中,深井,0.04
401-001,堺市第５４－０７号公共緑地,ｻｶｲｼﾀﾞｲ54-07ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,東区日置荘西町１丁１００３－１４,原池,東,日置荘,0.01
401-002,堺市第５４－０４号公共緑地,ｻｶｲｼﾀﾞｲ54-04ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区陶器北１０７１－４,原池,中,東陶器,0.01
401-003,堺市第５４－０８号公共緑地,ｻｶｲｼﾀﾞｲ54-08ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,東区日置荘北町３丁２９４－２,原池,東,日置荘,0.01
401-004,堺市第５４－０５号公共緑地,ｻｶｲｼﾀﾞｲ54-05ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深阪２丁２２９８－１１,原池,中,深阪,0.01
401-005,堺市第５４－１２号公共緑地,ｻｶｲｼﾀﾞｲ54-12ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区浜寺昭和町２丁２２０－１０,大浜,西,浜寺昭和,0.01
401-006,堺市第５４－０３号公共緑地,ｻｶｲｼﾀﾞｲ54-03ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区土師町１丁２７３３－２,原池,中,土師,0.01
401-007,堺市第５４－１３号公共緑地,ｻｶｲｼﾀﾞｲ54-13ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区田園３９２－４,原池,中,西陶器,0.01
401-008,堺市第５５－０２号公共緑地,ｻｶｲｼﾀﾞｲ55-02ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深井沢町２７４－１０,原池,中,東深井,0.01
401-009,堺市第５４－０９号公共緑地,ｻｶｲｼﾀﾞｲ54-09ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区浜寺諏訪森町西２丁１５３－８,大浜,西,浜寺,0.01
401-010,堺市第５５－０６号公共緑地,ｻｶｲｼﾀﾞｲ55-06ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,堺区大浜中町３丁８２－１４,大浜,堺,英彰,0.01
401-011,堺市第５５－０１号公共緑地,ｻｶｲｼﾀﾞｲ55-01ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深阪１丁２４３６－３,原池,中,深阪,0.01
401-012,堺市第５５－０５号公共緑地,ｻｶｲｼﾀﾞｲ55-05ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,東区草尾７６１－１１,原池,東,登美丘南,0.01
401-013,堺市第５５－０７号公共緑地,ｻｶｲｼﾀﾞｲ55-07ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深井北町３２２４－３,原池,中,深井,0.01
401-014,堺市第５５－０８号公共緑地,ｻｶｲｼﾀﾞｲ55-08ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区福田１０４４－２,原池,中,福田,0.01
401-015,堺市第５５－０９号公共緑地,ｻｶｲｼﾀﾞｲ55-09ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区浜寺石津町東１丁６７７－６０,大浜,西,浜寺石津,0.01
401-016,堺市第５５－１２号公共緑地,ｻｶｲｼﾀﾞｲ55-12ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区八田北町３８２－３,原池,中,八田荘,0.01
401-018,堺市第５５－１０号公共緑地,ｻｶｲｼﾀﾞｲ55-10ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深井沢町１６４７－２,原池,中,東深井,0.01
401-019,堺市第５５－１１号公共緑地,ｻｶｲｼﾀﾞｲ55-11ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,北区船堂町１丁５０－５,大浜,北,五箇荘東,0.01
401-020,堺市第５５－１３号公共緑地,ｻｶｲｼﾀﾞｲ55-13ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,堺区向陵中町４丁１７４－３,大浜,堺,榎,0.01
401-021,堺市第５５－１４号公共緑地,ｻｶｲｼﾀﾞｲ55-14ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,中区深阪５丁１７６８－６,原池,中,深阪,0.01
401-022,堺市第５６－０２号公共緑地,ｻｶｲｼﾀﾞｲ56-02ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,北区東浅香山町１丁３８１－３,大浜,北,東浅香山,0.01
401-023,堺市第５６－０３号公共緑地,ｻｶｲｼﾀﾞｲ56-03ｺﾞｳｺｳｷｮｳﾘｮｸﾁ,公共緑地,西区鳳北町５丁２８４－１２,大浜,西,鳳,0.01
