公園番号,公園名称,ｶﾅ公園名称,公園種別,所在地,所管名,支所名,校区名,開設面積（ha）
400-001,大浜公園,ｵｵﾊﾏｺｳｴﾝ,総合,堺区大浜北町４丁７７－１,大浜,堺,市,16.30
400-002,三宝公園,ｻﾝﾎﾞｳｺｳｴﾝ,地区,堺区山本町４丁８６,大浜,堺,三宝,3.17
400-003,錦西公園,ｷﾝｻｲｺｳｴﾝ,近隣,堺区綾之町西１丁３２,大浜,堺,錦西,0.17
400-004,浅香山公園,ｱｻｶﾔﾏｺｳｴﾝ,近隣,堺区浅香山町２丁３６－１,大浜,堺,浅香山,1.66
400-005,ザビエル公園,ｻﾞﾋﾞｴﾙｺｳｴﾝ,近隣,堺区櫛屋町西１丁１,大浜,堺,市,1.47
400-006,土居川公園,ﾄﾞｲｶﾞﾜｺｳｴﾝ,緩衝緑地,堺区北半町東１－１,大浜,堺,錦,6.43
400-007,三国ヶ丘公園,ﾐｸﾆｶﾞｵｶｺｳｴﾝ,街区,堺区北三国ヶ丘町４丁１４５,大浜,堺,三国丘,0.37
400-008,金岡公園,ｶﾅｵｶｺｳｴﾝ,運動,北区長曽根町１１７９－１８,大浜,北,新金岡,17.71
400-009,東浅香山公園,ﾋｶﾞｼｱｻｶﾔﾏｺｳｴﾝ,街区,北区東浅香山町２丁２３２,大浜,北,東浅香山,0.12
400-010,第二東浅香山公園,ﾀﾞｲ2ﾋｶﾞｼｱｻｶﾔﾏｺｳｴﾝ,街区,北区東浅香山町２丁６９,大浜,北,東浅香山,0.08
400-011,東初芝公園,ﾋｶﾞｼﾊﾂｼﾊﾞｺｳｴﾝ,街区,東区日置荘北町１丁７０－１８８,原池,東,日置荘,0.30
400-012,第二東初芝公園,ﾀﾞｲ2ﾋｶﾞｼﾊﾂｼﾊﾞｺｳｴﾝ,街区,東区日置荘北町１丁７０－２４４,原池,東,日置荘,0.14
400-013,第三東初芝公園,ﾀﾞｲ3ﾋｶﾞｼﾊﾂｼﾊﾞｺｳｴﾝ,街区,東区日置荘北町１丁７０－２４,原池,東,日置荘,0.15
400-014,宮本町公園,ﾐﾔﾓﾄﾁｮｳｺｳｴﾝ,街区,西区津久野町３丁２０９３－１,大浜,西,津久野,0.08
400-015,北浜公園,ｷﾀﾊﾏｺｳｴﾝ,街区,西区浜寺元町３丁２３８,大浜,西,浜寺昭和,0.21
400-016,新在家町公園,ｼﾝｻﾞｲｹﾁｮｳｺｳｴﾝ,街区,堺区新在家町東１丁２２,大浜,堺,少林寺,0.20
400-017,大浜中町公園,ｵｵﾊﾏﾅｶﾏﾁｺｳｴﾝ,街区,堺区大浜中町２丁１０９,大浜,堺,英彰,0.15
400-018,中之町公園,ﾅｶﾉﾁｮｳｺｳｴﾝ,街区,堺区中之町西２丁４６,大浜,堺,英彰,0.20
400-019,宿院町公園,ｼｭｸｲﾝﾁｮｳｺｳｴﾝ,街区,堺区宿院町東２丁２０,大浜,堺,熊野,0.24
400-020,甲斐町公園,ｶｲﾉﾁｮｳｺｳｴﾝ,街区,堺区甲斐町西２丁２６,大浜,堺,市,0.17
400-021,瓦町公園,ｶﾜﾗﾏﾁｺｳｴﾝ,街区,堺区北瓦町１丁１２３,大浜,堺,熊野,0.21
400-022,材木町公園,ｻﾞｲﾓｸﾁｮｳｺｳｴﾝ,街区,堺区材木町東２丁３６,大浜,堺,錦,0.21
400-023,宿屋浜公園,ｼｭｸﾔﾊﾏｺｳｴﾝ,街区,堺区宿屋町西２丁３０,大浜,堺,錦西,0.19
400-025,大浜北公園,ｵｵﾊﾏｷﾀｺｳｴﾝ,近隣,堺区北波止町４０,大浜,堺,市,1.97
400-026,大和川公園,ﾔﾏﾄｶﾞﾜｺｳｴﾝ,近隣,堺区香ヶ丘町５丁２２－３,大浜,堺,浅香山,0.78
400-027,石津川公園,ｲｼﾂﾞｶﾞﾜｺｳｴﾝ,街区,堺区石津町３丁１２５３－６,大浜,堺,神石,0.30
400-028,毛穴公園,ｹﾅｺｳｴﾝ,幼児,中区毛穴町４９３－１,原池,中,八田荘,0.08
400-029,原寺公園,ﾊﾗﾃﾞﾗｺｳｴﾝ,幼児,東区日置荘原寺町２１４－１,原池,東,日置荘,0.06
400-030,前ヶ池公園,ﾏｴｶﾞｲｹｺｳｴﾝ,街区,東区日置荘西町３丁１１０８－６,原池,東,日置荘,0.33
400-031,神野公園,ｺｳﾉｺｳｴﾝ,近隣,西区神野町３丁６－３,大浜,西,家原寺,1.70
400-032,津久野公園,ﾂｸﾉｺｳｴﾝ,街区,西区津久野町２丁６－１０,大浜,西,津久野,0.27
400-033,堀上公園,ﾎﾘｱｹﾞｺｳｴﾝ,街区,西区堀上緑町２丁２０,大浜,西,平岡,0.60
400-034,平岡公園,ﾋﾗｵｶｺｳｴﾝ,街区,西区平岡町２８３,大浜,西,平岡,0.37
400-035,八田寺公園,ﾊﾝﾀﾞｲｼﾞｺｳｴﾝ,街区,西区堀上緑町３丁４０－４,大浜,西,平岡,0.90
400-037,中三国ヶ丘公園,ﾅｶﾐｸﾆｶﾞｵｶｺｳｴﾝ,幼児,堺区中三国ヶ丘町７丁２０１,大浜,堺,三国丘,0.08
400-038,梅北公園,ｳﾒｷﾀｺｳｴﾝ,街区,北区百舌鳥梅北町３丁１２５－１７７,大浜,北,百舌鳥,0.09
400-039,大仙公園,ﾀﾞｲｾﾝｺｳｴﾝ,総合,堺区百舌鳥夕雲町２丁１４２－１,大仙,堺,大仙,38.75
400-040,向泉寺公園,ｺｳｾﾝｼﾞｺｳｴﾝ,街区,堺区榎元町３丁１６０－３,大浜,堺,榎,0.53
400-042,原寺第二公園,ﾊﾗﾃﾞﾗﾀﾞｲ2ｺｳｴﾝ,広場,東区日置荘原寺町１６５－３１,原池,東,日置荘,0.03
400-043,鳳前池公園,ｵｵﾄﾘﾏｴｲｹｺｳｴﾝ,街区,西区鳳東町５丁４２９－２,大浜,西,鳳,0.21
400-044,向陵第二公園,ｺｳﾘｮｳﾀﾞｲ2ｺｳｴﾝ,街区,堺区向陵東町３丁２０８,大浜,堺,榎,0.13
400-045,日置荘北町公園,ﾋｷｼｮｳｷﾀﾏﾁｺｳｴﾝ,街区,東区日置荘北町３丁２２－７,原池,東,日置荘,0.13
400-046,常磐西公園,ﾄｷﾜﾆｼｺｳｴﾝ,街区,北区常磐町３丁６－２,大浜,北,五箇荘東,0.28
400-047,わんわん公園,ﾜﾝﾜﾝｺｳｴﾝ,街区,北区新金岡町１丁７－２,大浜,北,新金岡東,0.20
400-048,ぶうちゃん公園,ﾌﾞｳﾁｬﾝｺｳｴﾝ,街区,北区新金岡町１丁３－１４,大浜,北,新金岡,0.21
400-050,石津公園,ｲｼﾂﾞｺｳｴﾝ,街区,堺区石津町１丁６０２－６,大浜,堺,神石,0.52
400-051,常磐東公園,ﾄｷﾜﾋｶﾞｼｺｳｴﾝ,街区,北区常磐町３丁２２－１,大浜,北,五箇荘東,0.16
400-052,東陶器公園,ﾋｶﾞｼﾄｳｷｺｳｴﾝ,街区,中区陶器北６６１－１,原池,中,東陶器,0.38
400-053,土師公園,ﾊｾﾞｺｳｴﾝ,街区,中区土師町２丁１０７１,原池,中,土師,0.16
400-056,いたすけ公園,ｲﾀｽｹｺｳｴﾝ,近隣,北区百舌鳥本町３丁１０,大浜,北,西百舌鳥,0.35
400-057,古城公園,ﾌﾙｼﾛｺｳｴﾝ,街区,西区津久野町１丁１６６,大浜,西,家原寺,0.25
400-058,城の山公園,ｼﾛﾉﾔﾏｺｳｴﾝ,街区,北区百舌鳥梅町１丁２３,大浜,北,百舌鳥,0.42
400-059,鳳中町第二公園,ｵｵﾄﾘﾅｶﾏﾁﾀﾞｲ2ｺｳｴﾝ,街区,西区鳳中町９丁１１,大浜,西,鳳,0.15
400-060,田の池公園,ﾀﾉｲｹｺｳｴﾝ,街区,中区毛穴町３７８－６,原池,中,八田荘,0.16
400-061,大浜南町公園,ｵｵﾊﾏﾐﾅﾐﾏﾁｺｳｴﾝ,街区,堺区大浜南町３丁１１－３６,大浜,堺,英彰,0.18
400-062,並松公園,ﾅﾐﾏﾂｺｳｴﾝ,街区,堺区七道東町１２６－２,大浜,堺,錦西,0.14
400-063,大美野の里公園,ｵｵﾐﾉﾉｻﾄｺｳｴﾝ,幼児,東区中茶屋１－８,原池,東,登美丘西,0.04
400-065,浜寺石津東公園,ﾊﾏﾃﾞﾗｲｼﾂﾞﾋｶﾞｼｺｳｴﾝ,街区,西区浜寺石津町東４丁２８８－１,大浜,西,浜寺石津,0.12
400-066,浜寺石津西公園,ﾊﾏﾃﾞﾗｲｼﾂﾞﾆｼｺｳｴﾝ,街区,西区浜寺石津町西４丁１９７－３１,大浜,西,浜寺石津,0.29
400-067,南三国ヶ丘公園,ﾐﾅﾐﾐｸﾆｶﾞｵｶｺｳｴﾝ,街区,堺区南三国ヶ丘町４丁１５１－５,大浜,堺,三国丘,0.10
400-068,豊田公園,ﾄﾖﾀﾞｺｳｴﾝ,幼児,南区豊田１２７１,泉ヶ丘,南,上神谷,0.09
400-069,釜室公園,ｶﾏﾑﾛｺｳｴﾝ,幼児,南区釜室６８５－１,泉ヶ丘,南,上神谷,0.06
400-070,八田荘公園,ﾊｯﾀｼｮｳｺｳｴﾝ,近隣,中区八田西町１丁２３,原池,中,八田荘西,1.49
400-071,新金岡公園,ｼﾝｶﾅｵｶｺｳｴﾝ,近隣,北区新金岡町１丁６,大浜,北,新金岡,2.27
400-072,光竜寺公園,ｺｳﾘｭｳｼﾞｺｳｴﾝ,近隣,北区新金岡町３丁４－３,大浜,北,光竜寺,1.69
400-073,金岡東公園,ｶﾅｵｶﾋｶﾞｼｺｳｴﾝ,近隣,北区新金岡町４丁５－１,大浜,北,大泉,1.42
400-074,ぞうさん公園,ｿﾞｳｻﾝｺｳｴﾝ,街区,北区新金岡町２丁３－１,大浜,北,新金岡,0.20
400-075,もうもう公園,ﾓｳﾓｳｺｳｴﾝ,街区,北区新金岡町２丁６－１,大浜,北,新金岡,0.11
400-076,とら公園,ﾄﾗｺｳｴﾝ,街区,北区新金岡町３丁２－１,大浜,北,光竜寺,0.18
400-077,うさぎ公園,ｳｻｷﾞｺｳｴﾝ,街区,北区新金岡町３丁８－１,大浜,北,光竜寺,0.20
400-078,おうま公園,ｵｳﾏｺｳｴﾝ,街区,北区新金岡町３丁１－１,大浜,北,新金岡東,0.17
400-079,ひつじ公園,ﾋﾂｼﾞｺｳｴﾝ,街区,北区新金岡町４丁６－５,大浜,北,大泉,0.16
400-080,おさる公園,ｵｻﾙｺｳｴﾝ,街区,北区新金岡町４丁３－１,大浜,北,新金岡東,0.21
400-081,きりん公園,ｷﾘﾝｺｳｴﾝ,街区,北区新金岡町５丁８－１,大浜,北,大泉,0.15
400-082,鳳西町第二公園,ｵｵﾄﾘﾆｼﾏﾁﾀﾞｲ2ｺｳｴﾝ,街区,西区鳳西町２丁３０,大浜,西,鳳南,0.23
400-083,万崎北公園,ﾏﾝｻﾞｷｷﾀｺｳｴﾝ,街区,西区草部１０１８,大浜,西,福泉東,0.17
400-084,新家町公園,ｼﾝｹﾁｮｳｺｳｴﾝ,街区,中区新家町６４０－１,原池,中,東百舌鳥,0.15
400-085,野尻町けいとう公園,ﾉｼﾞﾘﾁｮｳｹｲﾄｳｺｳｴﾝ,幼児,東区野尻町３０７－５８,原池,東,白鷺,0.04
400-086,鶴道あかしや公園,ﾂﾙﾐﾁｱｶｼﾔｺｳｴﾝ,広場,東区草尾３５３－６８,原池,東,登美丘南,0.01
400-087,宮下町あさがお公園,ﾐﾔｼﾓﾁｮｳｱｻｶﾞｵｺｳｴﾝ,広場,西区宮下町２２０－８,大浜,西,津久野,0.01
400-088,宮下町すいせん公園,ﾐﾔｼﾓﾁｮｳｽｲｾﾝｺｳｴﾝ,広場,西区宮下町２２４－３８,大浜,西,津久野,0.02
400-089,南野田さつき公園,ﾐﾅﾐﾉﾀﾞｻﾂｷｺｳｴﾝ,広場,東区南野田５８４－２４,原池,東,野田,0.01
400-090,中茶屋かんな公園,ﾅｶﾁｬﾔｶﾝﾅｺｳｴﾝ,幼児,東区中茶屋２２－３２,原池,東,登美丘西,0.05
400-091,新家町だりあ公園,ｼﾝｹﾁｮｳﾀﾞﾘｱｺｳｴﾝ,広場,中区新家町５７９－２,原池,中,東百舌鳥,0.01
400-092,草部あざみ公園,ｸｻﾍﾞｱｻﾞﾐｺｳｴﾝ,広場,西区草部２９－８,大浜,西,福泉,0.01
400-093,南野田すいれん公園,ﾐﾅﾐﾉﾀﾞｽｲﾚﾝｺｳｴﾝ,広場,東区南野田１６４－２,原池,東,野田,0.01
400-094,鳳西町第一公園,ｵｵﾄﾘﾆｼﾏﾁﾀﾞｲ1ｺｳｴﾝ,街区,西区鳳西町３丁１４,大浜,西,鳳南,0.25
400-095,丈六公園,ｼﾞｮｳﾛｸｺｳｴﾝ,街区,東区丈六２５５－４,原池,東,登美丘東,0.12
400-096,鳳北町公園,ｵｵﾄﾘｷﾀﾏﾁｺｳｴﾝ,街区,西区鳳北町４丁２２２－７,大浜,西,鳳,0.11
400-097,北花田第二公園,ｷﾀﾊﾅﾀﾞﾀﾞｲ2ｺｳｴﾝ,街区,北区北花田町３丁２５,大浜,北,五箇荘東,0.25
400-098,日置荘西町公園,ﾋｷｼｮｳﾆｼﾏﾁｺｳｴﾝ,街区,東区日置荘西町５丁３２１－３,原池,東,日置荘西,0.09
400-099,梅町公園,ｳﾒﾏﾁｺｳｴﾝ,街区,北区百舌鳥梅町３丁２９,大浜,北,中百舌鳥,0.61
400-100,鈴の宮公園,ｽｽﾞﾉﾐﾔｺｳｴﾝ,近隣,中区八田寺町２３２－４,原池,中,八田荘,1.35
400-101,南野田しねらりあ公園,ﾐﾅﾐﾉﾀﾞｼﾈﾗﾘｱｺｳｴﾝ,幼児,東区南野田５３８－７,原池,東,野田,0.04
400-102,北野田つばき公園,ｷﾀﾉﾀﾞﾂﾊﾞｷｺｳｴﾝ,広場,東区北野田８１３－４０,原池,東,野田,0.01
400-103,北野田じにあ公園,ｷﾀﾉﾀﾞｼﾞﾆｱｺｳｴﾝ,幼児,東区北野田６１０－１９,原池,東,野田,0.03
400-104,鳳南町こぎく公園,ｵｵﾄﾘﾐﾅﾐﾏﾁｺｷﾞｸｺｳｴﾝ,広場,西区鳳南町３丁２４６－３１,大浜,西,鳳南,0.02
400-105,金岡町えびね公園,ｶﾅｵｶﾁｮｳｴﾋﾞﾈｺｳｴﾝ,広場,北区金岡町９７２－５０,大浜,北,金岡,0.03
400-107,深井北町あざみ公園,ﾌｶｲｷﾀﾏﾁｱｻﾞﾐｺｳｴﾝ,広場,中区深井北町９６２－１２,原池,中,深井西,0.02
400-108,野尻町はぎ公園,ﾉｼﾞﾘﾁｮｳﾊｷﾞｺｳｴﾝ,街区,東区野尻町７０－２０３,原池,東,白鷺,0.16
400-109,深井中町せきちく公園,ﾌｶｲﾅｶﾏﾁｾｷﾁｸｺｳｴﾝ,広場,中区深井中町８６６－５１,原池,中,深井西,0.03
400-110,王子ヶ飢公園,ｵｵｼﾞｶﾞｳｴｺｳｴﾝ,幼児,堺区北田出井町２丁５９,大浜,堺,三国丘,0.05
400-111,堀上ききょう公園,ﾎﾘｱｹﾞｷｷｮｳｺｳｴﾝ,広場,中区堀上町３３３－３,原池,中,八田荘,0.01
400-112,家原寺町おみなえし公園,ｴﾊﾞﾗｼﾞﾁｮｳｵﾐﾅｴｼｺｳｴﾝ,広場,西区家原寺町２丁３－１９,大浜,西,家原寺,0.01
400-113,鳳中町第一公園,ｵｵﾄﾘﾅｶﾏﾁﾀﾞｲ1ｺｳｴﾝ,街区,西区鳳中町７丁８,大浜,西,鳳,0.15
400-114,七道西町公園,ｼﾁﾄﾞｳﾆｼﾏﾁｺｳｴﾝ,街区,堺区七道西町１２－７,大浜,堺,錦西,0.27
400-115,七道西町すずらん公園,ｼﾁﾄﾞｳﾆｼﾏﾁｽｽﾞﾗﾝｺｳｴﾝ,広場,堺区七道西町１２－３５,大浜,堺,錦西,0.03
400-116,日置荘西町べごにあ公園,ﾋｷｼｮｳﾆｼﾏﾁﾍﾞｺﾞﾆｱｺｳｴﾝ,幼児,東区日置荘西町６丁５４７－２,原池,東,日置荘西,0.04
400-117,金岡町さるびあ公園,ｶﾅｵｶﾁｮｳｻﾙﾋﾞｱｺｳｴﾝ,幼児,北区金岡町１８２０－３,大浜,北,金岡南,0.04
400-118,小阪しょうぶ公園,ｺｻｶｼｮｳﾌﾞｺｳｴﾝ,広場,中区小阪１１５－９,原池,中,久世,0.01
400-119,福田第一公園,ﾌｸﾀﾞﾀﾞｲ1ｺｳｴﾝ,広場,中区福田１１００－６３,原池,中,福田,0.02
400-120,福田第二公園,ﾌｸﾀﾞﾀﾞｲ2ｺｳｴﾝ,幼児,中区福田２１０－９３,原池,中,東陶器,0.07
400-121,大豆塚公園,ﾏﾒﾂﾞｶｺｳｴﾝ,幼児,北区大豆塚町１丁１２－３７,大浜,北,東浅香山,0.04
400-122,長曽根辰池公園,ﾅｶﾞｿﾈﾀﾂｲｹｺｳｴﾝ,幼児,北区長曽根町１５１９－３２,大浜,北,金岡,0.04
400-123,百舌鳥西之町公園,ﾓｽﾞﾆｼﾉﾁｮｳｺｳｴﾝ,幼児,北区百舌鳥西之町２丁２５４－４７,大浜,北,百舌鳥,0.05
400-124,原山台公園,ﾊﾗﾔﾏﾀﾞｲｺｳｴﾝ,街区,南区原山台５丁４５６－１８,泉ヶ丘,南,原山台東,0.76
400-125,下田公園,ｼﾓﾀﾞｺｳｴﾝ,街区,西区宮下町２０６－３,大浜,西,津久野,0.12
400-126,石津川河川公園,ｲｼﾂﾞｶﾞﾜｶｾﾝｺｳｴﾝ,幼児,西区浜寺石津町中５丁８１４,大浜,西,浜寺石津,0.08
400-127,上野芝町公園,ｳｴﾉｼﾊﾞﾁｮｳｺｳｴﾝ,幼児,西区上野芝町４丁５５０－１,大浜,西,上野芝,0.04
400-128,高蔵寺第１公園,ﾀｶｸﾗｼﾞﾀﾞｲ1ｺｳｴﾝ,街区,南区高倉台２丁１８,泉ヶ丘,南,高倉台西,0.24
400-129,菱木ぽぷら公園,ﾋｼｷﾎﾟﾌﾟﾗｺｳｴﾝ,幼児,南区高尾３丁２２３－４５,泉ヶ丘,南,福泉中央,0.04
400-130,金岡町いちょう公園,ｶﾅｵｶﾁｮｳｲﾁｮｳｺｳｴﾝ,幼児,北区金岡町７０４－９,大浜,北,金岡,0.08
400-131,高松団地公園,ﾀｶﾏﾂﾀﾞﾝﾁｺｳｴﾝ,街区,東区丈六２７９－６,原池,東,登美丘東,0.12
400-132,東雲公園,ｼﾉﾉﾒｺｳｴﾝ,地区,堺区東雲西町１丁５８,大浜,堺,三国丘,1.25
